ccode,y5,region,real_wage,homicide_rate,lifexp,stature,gdppc2011,avedu,polity2,population,co2emis_pc,so2emis_pc,biodiv,gini
180,1985,Sub-Saharan Africa,,,47.195,,1572,,-9,,,,,
180,1990,Sub-Saharan Africa,,,47.443,,1407,3.14173273,-8,39047,0.02928453,0.006762124,0.95605686,
180,1995,Sub-Saharan Africa,,,45.728,,807,,0,,,,,
180,2000,Sub-Saharan Africa,,35.2,47.431,,552,3.47799199,0,51849,0.008833497,0.0003032616,0.95286553,
180,2005,Sub-Saharan Africa,,21.7,48.271,,574,,4,,,,,
180,2010,Sub-Saharan Africa,,,,,654,3.59204404,5,,0.008166931,,0.95210387,
180,2015,Sub-Saharan Africa,,,,,836,,,,,,,
188,1800,Latin America and Carib.,,,,,,,,53,,,0.98891177,
188,1805,Latin America and Carib.,,,,,,,,,,,,
188,1810,Latin America and Carib.,,,,,,,,,,,0.98741157,
188,1815,Latin America and Carib.,,,,,,,,,,,,
188,1820,Latin America and Carib.,,,,,,,,63,,,0.98572231,
188,1825,Latin America and Carib.,,,,,,,,,,,,
188,1830,Latin America and Carib.,,,,,,,,78,,,0.98287755,
188,1835,Latin America and Carib.,,,,,,,,,,,,
188,1840,Latin America and Carib.,,,,,,,-3,94,,,0.97920369,
188,1845,Latin America and Carib.,,,,,,,1,,,,,
188,1850,Latin America and Carib.,,,,,,,1,101,,1e-04,0.9753263,
188,1855,Latin America and Carib.,,,,,,,3,,,,,
188,1860,Latin America and Carib.,,,,,,,3,120,,1e-04,0.97310378,
188,1865,Latin America and Carib.,,,,,,,3,,,,,
188,1870,Latin America and Carib.,,,,,,0.9,5,137,,1e-04,0.96776398,
188,1875,Latin America and Carib.,,,30.2147,,,,6,,,,,
188,1880,Latin America and Carib.,,,,,,1.21,6,182,,0.0001016027,0.9609977,
188,1885,Latin America and Carib.,,,,,,,7,,,,,
188,1890,Latin America and Carib.,,,,,,1.52,10,243,,0.000121603,0.95526993,
188,1895,Latin America and Carib.,,,,,,,10,,,,,
188,1900,Latin America and Carib.,,,32,,,1.69,10,297,,0.0001397114,0.94623732,
188,1905,Latin America and Carib.,,,,,,,10,,,,,
188,1910,Latin America and Carib.,,,33,,,2.01,10,363,,0.0001490374,0.93783997,
188,1915,Latin America and Carib.,,,,,,,10,,,,,
188,1920,Latin America and Carib.,,,37,,2510,2.13,10,420,,0.0001583634,0.92910752,
188,1925,Latin America and Carib.,,,,,2574,,10,,,,,
188,1930,Latin America and Carib.,,,42,,2513,2.38,10,500,,0.0001676894,0.93022492,
188,1935,Latin America and Carib.,,,,,2361,,10,,,,,
188,1940,Latin America and Carib.,,2.65,49,166.1,2725,2.81,10,620,,0.0001770153,0.9195787,
188,1945,Latin America and Carib.,5.98031742,5.4,,,2495,,10,,,,,
188,1950,Latin America and Carib.,,,57.26,,3034,3.24,10,866.982,0.08074409,0.002852874,0.89690857,
188,1955,Latin America and Carib.,11.608028505,3.5725,60.14,,3802,,10,,,,,
188,1960,Latin America and Carib.,12.56153564,2.98,63.012,,4197,3.67,10,1248.022,0.1004461,0.003538951,0.87912559,49.99314
188,1965,Latin America and Carib.,,2.796,65.607,,4833,,10,,,,,
188,1970,Latin America and Carib.,,3.4,68.029,,5802,3.99,10,1735.523,0.1860476,0.005593984,0.8509545,44.68832
188,1975,Latin America and Carib.,,4.24,70.977,,6795,,10,,,,,
188,1980,Latin America and Carib.,,4.642,73.713,173.6,7590,4.93,10,2299.124,0.2861238,0.006392274,0.81013764,45
188,1985,Latin America and Carib.,,4.408,75.114,,6709,,10,,,,,
188,1990,Latin America and Carib.,,4.844,76.191,,7337,6,10,3027.175,0.2585852,0.005906878,0.82004075,46.14928
188,1995,Latin America and Carib.,,5.596,77.26,,8378,,10,,,,,
188,2000,Latin America and Carib.,,6.174,78.122,,9171,6.89,10,3710.558,0.3810868,0.004936467,0.84289853,46.73271
188,2005,Latin America and Carib.,,8.972,78.78,,10218,,10,,,,,
188,2010,Latin America and Carib.,,10.3,,,12014,7.5,10,,0.3863625,,0.83006868,
188,2015,Latin America and Carib.,,,,,13677,,,,,,,
191,1800,East. Europe and form. SU,,,,,,,,1227.886,,,0.90669047,
191,1805,East. Europe and form. SU,,,,,,,,,,,,
191,1810,East. Europe and form. SU,,,,163.2,,,,,,,0.90568967,
191,1815,East. Europe and form. SU,,,,,,,,,,,,
191,1820,East. Europe and form. SU,,,,163.6,,,,1227.886,,,0.90298806,
191,1825,East. Europe and form. SU,,,,,,,,,,,,
191,1830,East. Europe and form. SU,,,,163.5,,,,,,,0.90035657,
191,1835,East. Europe and form. SU,,,,,,,,,,,,
191,1840,East. Europe and form. SU,,,,161.2,,,,,,,0.89781704,
191,1845,East. Europe and form. SU,,,,,,,,,,,,
191,1850,East. Europe and form. SU,,,,168.1,,,,,,0.0005000003,0.89540263,
191,1855,East. Europe and form. SU,,,,,,,,,,,,
191,1860,East. Europe and form. SU,,,,165.9,,,,,,0.0005000244,0.89314956,
191,1865,East. Europe and form. SU,,,,,,,,,,,,
191,1870,East. Europe and form. SU,,,,166.8,,,,,,0.0005002619,0.8862251,
191,1875,East. Europe and form. SU,,,,,,,,,,,,
191,1880,East. Europe and form. SU,,,,168.9,,,,,,0.0005009448,0.87916903,
191,1885,East. Europe and form. SU,,,,,,,,,,,,
191,1890,East. Europe and form. SU,,,,,,,,,0.004933954,0.0005025929,0.87207359,
191,1895,East. Europe and form. SU,,,,,,,,,,,,
191,1900,East. Europe and form. SU,,,,171.508,,,,,0.04044439,0.0005095676,0.86505052,
191,1905,East. Europe and form. SU,,,,,,,,,,,,
191,1910,East. Europe and form. SU,,,,,,,,,0.06244942,0.0004791134,0.85825092,
191,1915,East. Europe and form. SU,,,,,,,,,,,,
191,1920,East. Europe and form. SU,,,,,,,,,,0.0003925177,0.84726068,
191,1925,East. Europe and form. SU,,,,,,,,,,,,
191,1930,East. Europe and form. SU,,,,176.1,,,,,0.329178,0.0006123713,0.83649722,47.77561
191,1935,East. Europe and form. SU,,,,,,,,,,,,
191,1940,East. Europe and form. SU,,,,,,,,,0.2613363,0.0004693816,0.82646143,
191,1945,East. Europe and form. SU,,,,,,,,,,,,
191,1950,East. Europe and form. SU,,,61.267,175.1,,,,3837.297,0.4743169,0.0007896332,0.81794292,36.36227
191,1955,East. Europe and form. SU,,,63.643,,5140,,,,,,,
191,1960,East. Europe and form. SU,,,65.734,178.2,6948,,,4036.145,0.891893,0.00581217,0.82706262,
191,1965,East. Europe and form. SU,,,67.509,,9245,,,,,,,
191,1970,East. Europe and form. SU,,4.2,69.117,,12000,,,4205.389,1.711353,0.02487431,0.82905649,
191,1975,East. Europe and form. SU,,,70.028,,15156,,,,,,,
191,1980,East. Europe and form. SU,,,70.699,,19462,,,4383,2.404892,0.03819504,0.83275164,
191,1985,East. Europe and form. SU,,2.336,71.937,,19290,,,,,,,
191,1990,East. Europe and form. SU,,3.96,72.801,,17755,,,4508.347,2.979017,0.03734817,0.83422226,
191,1995,East. Europe and form. SU,,3,74.573,,12950,,-5,,,,,
191,2000,East. Europe and form. SU,,1.904,74.933,,15627,,8,4410.83,1.210098,0.01558867,0.86202954,39.32527
191,2005,East. Europe and form. SU,,1.55,76.091,,19241,,9,,,,,
191,2010,East. Europe and form. SU,,1.4,,,19807,,9,,1.279253,,0.84684645,
191,2015,East. Europe and form. SU,,,,,19698,,,,,,,
192,1800,Latin America and Carib.,,,,,,,,272,,,0.98822462,
192,1805,Latin America and Carib.,,,,,,,,,,,,
192,1810,Latin America and Carib.,,,,,,,,572,,,0.9864403,
192,1815,Latin America and Carib.,,,,,,,,,,,,
192,1820,Latin America and Carib.,,,,,,,,605,,,0.98438367,
192,1825,Latin America and Carib.,,,,,,,,,,,,
192,1830,Latin America and Carib.,,,,,,,,1008,,,0.98059106,
192,1835,Latin America and Carib.,,,,,,,,,,,,
192,1840,Latin America and Carib.,,,,,,,,1008,,,0.97594608,
192,1845,Latin America and Carib.,,,,,,,,,,,,
192,1850,Latin America and Carib.,,,,,1294,,,1186,,0.005657194,0.97019058,
192,1855,Latin America and Carib.,,,,,,,,,,,,
192,1860,Latin America and Carib.,,,,,,,,1397,,0.0001567432,0.96863305,
192,1865,Latin America and Carib.,,,,,,,,,,,,
192,1870,Latin America and Carib.,,,,167.1,,0.83,,1331,,0.0001637704,0.96709961,
192,1875,Latin America and Carib.,,,,,,,,,,,,
192,1880,Latin America and Carib.,,,,166.8,,0.94,,1522,,0.0001613426,0.9650797,
192,1885,Latin America and Carib.,,,,,,,,,,,,
192,1890,Latin America and Carib.,,,,166,,1.04,,1632,,0.0001569399,0.96287993,
192,1895,Latin America and Carib.,,,18.9,,,,,,,,,
192,1900,Latin America and Carib.,,,32,166.1,,1.22,,1658,,0.0001549691,0.9605316,
192,1905,Latin America and Carib.,,,34.15824,,2749,,3,,,,,
192,1910,Latin America and Carib.,,,36,167.9,3012,1.51,3,2219,,0.003654112,0.94848127,
192,1915,Latin America and Carib.,,,36.29048,,3125,,3,,,,,
192,1920,Latin America and Carib.,,,39,,3464,2.08,3,2997,,0.005051956,0.92970004,
192,1925,Latin America and Carib.,,,38.76016,,3728,,3,,,,,
192,1930,Latin America and Carib.,,,42,,3464,2.65,1,3837,,0.00018568,0.9084579,
192,1935,Latin America and Carib.,,,44.57152,,2636,,3,,,,,
192,1940,Latin America and Carib.,,,45,169.4,3012,3.18,3,4566,,0.0001959157,0.89894602,
192,1945,Latin America and Carib.,,,50.93096,,3314,,3,,,,,
192,1950,Latin America and Carib.,,,59.401,169.2,3841,3.53,3,5784.797,0.2584461,0.009287642,0.86176339,36.45422
192,1955,Latin America and Carib.,,14.83,62.347,,3841,,-9,,,,,
192,1960,Latin America and Carib.,,5.88,65.347,,4360,3.88,-4,7027.21,0.5231639,0.02409446,0.83431452,
192,1965,Latin America and Carib.,,4.11,68.484,,4495,,-7,,,,,
192,1970,Latin America and Carib.,,3.872,70.976,,4335,4.36,-7,8542.746,0.5778431,0.03064552,0.75540825,
192,1975,Latin America and Carib.,,3.82333333333333,73.096,,5436,,-7,,,,,
192,1980,Latin America and Carib.,,,74.242,,5979,5.7,-7,9652.975,0.8559005,0.03050891,0.70087309,
192,1985,Latin America and Carib.,,,74.645,,7455,,-7,,,,,
192,1990,Latin America and Carib.,,7.29666666666667,74.79,,6864,7.56,-7,10513,0.826193,0.03357718,0.6573245,
192,1995,Latin America and Carib.,,6.81,76.175,,3810,,-7,,,,,
192,2000,Latin America and Carib.,,5.632,77.159,,4882,8.95,-7,11106,0.6311992,0.02885314,0.65314109,
192,2005,Latin America and Carib.,,5.334,78.274,,5248,,-7,,,,,
192,2010,Latin America and Carib.,,,,,6697,10.28,-7,,0.6083502,,0.65585639,
192,2015,Latin America and Carib.,,,,,7889,,,,,,,
196,1800,MENA,,,,,,,,184.392,,,0.97032999,
196,1805,MENA,,,,,,,,,,,,
196,1810,MENA,,,,,,,,,,,0.96828503,
196,1815,MENA,,,,,,,,,,,,
196,1820,MENA,,,,,,,,,,,0.96625392,
196,1825,MENA,,,,,,,,,,,,
196,1830,MENA,,,,,,,,,,,0.96423608,
196,1835,MENA,,,,,,,,,,,,
196,1840,MENA,,,,,,,,,,,0.96223064,
196,1845,MENA,,,,,,,,,,,,
196,1850,MENA,,,,,,,,,,0.0001346797,0.96023638,
196,1855,MENA,,,,,,,,,,,,
196,1860,MENA,,,,,,,,,,0.0001349584,0.95590134,
196,1865,MENA,,,,,,,,,,,,
196,1870,MENA,,,,,,,,,,0.0001237897,0.95158859,
196,1875,MENA,,,,,,,,,,,,
196,1880,MENA,10.1086612166667,,,,,,,186,,0.0001145129,0.94729411,
196,1885,MENA,5.779864558,,,,,,,,,,,
196,1890,MENA,6.096173832,,,,,0.4410402,,209,,0.000647078,0.94301223,
196,1895,MENA,6.468702694,,38.512,,,,,,,,,
196,1900,MENA,6.275222032,,,,,0.54314568,,237,,0.001160592,0.93874635,
196,1905,MENA,7.056166462,,45,,,,,,,,,
196,1910,MENA,6.2161267225,,,,,1.02126244,,274,,0.001875058,0.92956284,
196,1915,MENA,,,47.464,,,,,,,,,
196,1920,MENA,,,,,,1.84302914,,311,,0.0004456061,0.92007208,
196,1925,MENA,,,48.464,,,,,,,,,
196,1930,MENA,,,,,,2.85660246,,348,,0.00116583,0.91045259,
196,1935,MENA,,,48.464,,,,,,,,,
196,1940,MENA,,,53.464,,,3.55573353,,450,,0.001337157,0.90061465,
196,1945,MENA,,2.55,,,,,,,,,,
196,1950,MENA,17.5533916066667,,66.726,,3504,4.30125818,,494,0.1477691,0.009864438,0.87125679,
196,1955,MENA,20.865497324,,68.738,,4081,,,,,,,
196,1960,MENA,22.815294415,,70.415,,4245,5.25530243,8,573,0.4223415,0.02437869,0.85014438,
196,1965,MENA,21.89354697,,71.912,,5859,,0,,,,,
196,1970,MENA,29.82626136,,73.178,,8003,5.92929197,7,614.6,0.7561062,0.03810001,0.82940446,
196,1975,MENA,36.12051951,,74.282,,6714,,10,,,,,
196,1980,MENA,51.30362631,,75.263,,11479,6.67172513,10,611,1.428873,0.04583404,0.86893531,
196,1985,MENA,65.623024886,,76.144,,14240,,10,,,,,
196,1990,MENA,78.579562794,,76.939,,18897,7.52392025,10,681.349,1.863076,0.06759176,0.87374854,
196,1995,MENA,88.4021745775,1.12666666666667,77.666,,21744,,10,,,,,
196,2000,MENA,98.86613799,1.095,78.34,,24719,8.45673111,10,758.363,2.228559,0.03326123,0.88365801,
196,2005,MENA,113.353207365,1.536,78.964,,27658,,10,,,,,
196,2010,MENA,,,,,27887,9.32470489,10,,2.204304,,0.89824533,
196,2015,MENA,,,,,24963,,,,,,,
200,1800,East. Europe and form. SU,,,,,,,,,,,,
200,1805,East. Europe and form. SU,,,,,,,,,,,,
200,1810,East. Europe and form. SU,,,,,,,,,,,,
200,1815,East. Europe and form. SU,,,,,,,,,,,,
200,1820,East. Europe and form. SU,,,,,1592,,,,,,,
200,1825,East. Europe and form. SU,,,,,,,,,,,,
200,1830,East. Europe and form. SU,,,,,,,,,,,,
200,1835,East. Europe and form. SU,,,,,,,,,,,,
200,1840,East. Europe and form. SU,,,,,,,,,,,,
200,1845,East. Europe and form. SU,,,,,,,,,,,,
200,1850,East. Europe and form. SU,,,,,2023,,,,,,,
200,1855,East. Europe and form. SU,,,,,,,,,,,,
200,1860,East. Europe and form. SU,,,,,,,,,,,,
200,1865,East. Europe and form. SU,,,,,,,,,,,,
200,1870,East. Europe and form. SU,,,,,2182,,,,,,,
200,1875,East. Europe and form. SU,,,,,,,,,,,,
200,1880,East. Europe and form. SU,,,,,,,,,,,,
200,1885,East. Europe and form. SU,,,,,,,,,,,,
200,1890,East. Europe and form. SU,,,,,2822,,,,,,,
200,1895,East. Europe and form. SU,,,,,,,,,,,,
200,1900,East. Europe and form. SU,,,,,3242,,,,,,,
200,1905,East. Europe and form. SU,,,,,,,,,,,,
200,1910,East. Europe and form. SU,,,,,3733,,,,,,,
200,1915,East. Europe and form. SU,,,,,,,,,,,,
200,1920,East. Europe and form. SU,,,,,3625,,,,,,,
200,1925,East. Europe and form. SU,,,,,4886,,,,,,,
200,1930,East. Europe and form. SU,,,,,5486,,,,,,,
200,1935,East. Europe and form. SU,,,,,4518,,,,,,,
200,1940,East. Europe and form. SU,,,,,,,,,,,,
200,1945,East. Europe and form. SU,,,,,,,,,,,,
200,1950,East. Europe and form. SU,,,,,6563,,,,,,,
200,1955,East. Europe and form. SU,,,,,7353,,,,,,,
200,1960,East. Europe and form. SU,,,,,9578,,,,,,,
200,1965,East. Europe and form. SU,,,,,10373,,,,,,,
200,1970,East. Europe and form. SU,,,,,12124,,,,,,,
200,1975,East. Europe and form. SU,,,,,13873,,,,,,,
200,1980,East. Europe and form. SU,,,,,14966,,,,,,,
200,1985,East. Europe and form. SU,,,,,15688,,,,,,,
200,1990,East. Europe and form. SU,,,,,15961,,,,,,,
200,1995,East. Europe and form. SU,,,,,14916,,,,,,,
200,2000,East. Europe and form. SU,,,,,16743,,,,,,,
200,2005,East. Europe and form. SU,,,,,20713,,,,,,,
200,2010,East. Europe and form. SU,,,,,24764,,,,,,,
200,2015,East. Europe and form. SU,,,,,27041,,,,,,,
203,1800,East. Europe and form. SU,,,,,,,,5516.349,,,0.82966006,
203,1805,East. Europe and form. SU,,,,,,,,,,,,
203,1810,East. Europe and form. SU,,,,164,,,,,,,0.84011535,
203,1815,East. Europe and form. SU,,,,,,,,,,,,
203,1820,East. Europe and form. SU,,,,163,,,,5516.349,,,0.85026308,
203,1825,East. Europe and form. SU,,,,,,,,,,,,
203,1830,East. Europe and form. SU,,,,163.5,,,,,,,0.82966521,
203,1835,East. Europe and form. SU,,,,,,,,,,,,
203,1840,East. Europe and form. SU,,,,164.8,,,,,,,0.81055324,
203,1845,East. Europe and form. SU,,,,,,,,,,,,
203,1850,East. Europe and form. SU,,,,165.5,,,,,,0.000617298,0.8071581,
203,1855,East. Europe and form. SU,,,,,,,,,,,,
203,1860,East. Europe and form. SU,,,,166,,,,,0.00111897,0.001380706,0.79858011,
203,1865,East. Europe and form. SU,,,,,,,,,,,,
203,1870,East. Europe and form. SU,,,,167,,,,,0.02489372,0.0176985,0.78996771,
203,1875,East. Europe and form. SU,,,34.9544,,,,,,,,,
203,1880,East. Europe and form. SU,,,,167.6,,,,,0.07468846,0.06768066,0.78322088,
203,1885,East. Europe and form. SU,,,,,,,,,,,,
203,1890,East. Europe and form. SU,,,,169.783,,,,,0.1183295,0.1111644,0.77891156,
203,1895,East. Europe and form. SU,,,,,,,,,,,,
203,1900,East. Europe and form. SU,,,40.26616,170.7,,,,,0.1415955,0.1369735,0.77025417,
203,1905,East. Europe and form. SU,,,,,,,,,,,,
203,1910,East. Europe and form. SU,,,44.3128,170.8,,,,,0.1608433,0.1551447,0.76072085,
203,1915,East. Europe and form. SU,,,,,,,,,,,,
203,1920,East. Europe and form. SU,,,,173.3,,,,,0.1225298,0.121788,0.75343286,
203,1925,East. Europe and form. SU,10.4554861825,,,,,,,,,,,
203,1930,East. Europe and form. SU,23.59967117,,55.5544,175.7,,,,,0.1347878,0.1239401,0.74178569,
203,1935,East. Europe and form. SU,,,58.452,,,,,,,,,
203,1940,East. Europe and form. SU,,,,176.8,,,,,0.2060258,0.1820491,0.77431753,
203,1945,East. Europe and form. SU,23.775811595,,,,,,,,,,,
203,1950,East. Europe and form. SU,,,66.43,177.7,,8.14239413,,8925.122,0.1197009,0.113667,0.6296166,
203,1955,East. Europe and form. SU,17.55742287,,69.448,,,,,,,,,
203,1960,East. Europe and form. SU,16.63694444,,70.392,,,,,9659.818,0.1914717,0.193786,0.6257855,26.38343
203,1965,East. Europe and form. SU,23.40988273,,70.08,,,,,,,,,
203,1970,East. Europe and form. SU,30.88015176,,69.946,178.7,11424,9.45873641,,9795.226,0.2856472,0.2584132,0.6306715,
203,1975,East. Europe and form. SU,38.2545935325,,70.658,,14306,,,,,,,
203,1980,East. Europe and form. SU,44.6204458125,,70.71,,16110,9.88315868,,10288.73,0.3321319,0.2194764,0.63788004,
203,1985,East. Europe and form. SU,43.201626336,0.975,71.432,,16789,,,,,,,
203,1990,East. Europe and form. SU,29.605484434,2,72.33,,18517,,,10309.51,0.2891893,0.1820777,0.64116394,25.12914
203,1995,East. Europe and form. SU,41.75221303,1.634,74.056,,17832,,10,,,,,
203,2000,East. Europe and form. SU,65.668152488,1.34,75.416,,19616,10.7533012,10,10270.13,3.293397,0.02586069,0.64751045,31.34014
203,2005,East. Europe and form. SU,73.6671060075,0.932,76.842,,23882,,10,,,,,
203,2010,East. Europe and form. SU,,,77.685,,26254,11.24693247,8,,3.289619,,0.64957845,
203,2015,East. Europe and form. SU,,,,,28194,,,,,,,
204,1800,Sub-Saharan Africa,,,,163.5,,,,636.559,,,0.95478953,
204,1805,Sub-Saharan Africa,,,,,,,,,,,,
204,1810,Sub-Saharan Africa,,,,164.9,,,,,,,0.95843836,
204,1815,Sub-Saharan Africa,,,,,,,,,,,,
204,1820,Sub-Saharan Africa,,,,,,,,636.559,,,0.96119311,47.95059
204,1825,Sub-Saharan Africa,,,,,,,,,,,,
204,1830,Sub-Saharan Africa,,,,,,,,,,,0.96376279,
204,1835,Sub-Saharan Africa,,,,,,,,,,,,
204,1840,Sub-Saharan Africa,,,,,,,,,,,0.96615987,
204,1845,Sub-Saharan Africa,,,,,,,,,,,,
204,1850,Sub-Saharan Africa,,,,,,,,791.1505,,0.0002101202,0.96839612,
204,1855,Sub-Saharan Africa,,,,,,,,,,,,
204,1860,Sub-Saharan Africa,,,,,,,,821.8996,,0.0002508614,0.97048255,
204,1865,Sub-Saharan Africa,,,,,,,,,,,,
204,1870,Sub-Saharan Africa,,,,,,0.07,,889.6552,,0.0002746857,0.9699912,
204,1875,Sub-Saharan Africa,,,,,,,,,,,,
204,1880,Sub-Saharan Africa,,,,,,0.1,,967.8173,,0.0003145874,0.96948952,
204,1885,Sub-Saharan Africa,,,,,,,,,,,,
204,1890,Sub-Saharan Africa,,,,,,0.13,,1026.923,,0.0003422751,0.96897726,
204,1895,Sub-Saharan Africa,,,,,,,,,,,,
204,1900,Sub-Saharan Africa,,,,,,0.16,,1079.44,,0.0003422751,0.96845411,
204,1905,Sub-Saharan Africa,,,,,,,,,,,,
204,1910,Sub-Saharan Africa,,,,168.87,,0.19,,1169.58,,0.0003108277,0.96792036,41.36697
204,1915,Sub-Saharan Africa,,,,,,,,,,,,
204,1920,Sub-Saharan Africa,,,,168.127,,0.22,,1257.757,,0.0002793803,0.9616335,
204,1925,Sub-Saharan Africa,,,,,,,,,,,,
204,1930,Sub-Saharan Africa,,,,168.2,,0.25,,1459.678,,0.0002479328,0.95410981,45.74295
204,1935,Sub-Saharan Africa,,,,,,,,,,,,
204,1940,Sub-Saharan Africa,,,,,,0.29,,1677.4,,0.0002164854,0.94510596,
204,1945,Sub-Saharan Africa,,,,,,,,,,,,
204,1950,Sub-Saharan Africa,,,33.712,169.911,1331,0.33,,2005,,0.000185038,0.93433105,40.42056
204,1955,Sub-Saharan Africa,,,36.136,,1206,,,,,,,
204,1960,Sub-Saharan Africa,2.40958408,,38.411,170.688,1201,0.42,2,2316,0.01939031,0.0004781759,0.92741901,42.1
204,1965,Sub-Saharan Africa,6.011334836,,40.96,,1252,,-7,,,,,
204,1970,Sub-Saharan Africa,8.11625792,,43.797,170.286,1262,0.56,-2,2619.809,0.02793366,0.0006509451,0.90975535,49.46017
204,1975,Sub-Saharan Africa,,,46.336,,1284,,-7,,,,,
204,1980,Sub-Saharan Africa,,,48.361,169.163,1383,0.98,-7,3458,0.03960748,0.0006524901,0.89115752,50.40178
204,1985,Sub-Saharan Africa,9.82437238,,51.782,,1542,,-7,,,,,
204,1990,Sub-Saharan Africa,,,54.75,,1481,1.82,0,4705,0.04066662,0.0004428233,0.87887569,
204,1995,Sub-Saharan Africa,,,54.793,,1575,,6,,,,,
204,2000,Sub-Saharan Africa,,12.9,56.029,,1718,2.33,6,6619,0.06622287,0.001218781,0.82143879,
204,2005,Sub-Saharan Africa,,15.1,58.204,,1771,,6,,,,,
204,2010,Sub-Saharan Africa,,,,,1837,2.89,7,,0.068904,,0.80778737,
204,2015,Sub-Saharan Africa,,,,,2055,,,,,,,
208,1800,W. Europe,,,,,,,-10,1000,,,0.73936916,
208,1805,W. Europe,,,,,,,-10,,,,,
208,1810,W. Europe,,,,,,,-10,,,,0.73395209,
208,1815,W. Europe,,,,,,,-10,,,,,
208,1820,W. Europe,,,,166.95,2288,,-10,1155,,,0.73038264,54.14205
208,1825,W. Europe,,,,,2375,,-10,,,,,
208,1830,W. Europe,,,,165.4,2390,,-10,1273,,,0.71942648,
208,1835,W. Europe,,,40.96,,2474,,-9,,,,,
208,1840,W. Europe,,,42.81,,2566,,-9,1357,,,0.71774681,
208,1845,W. Europe,,,40.884,,2787,,-9,,,,,
208,1850,W. Europe,,,42.83,167.4,3175,,2,1499,0.06204136,0.00165465,0.70566062,51.47933
208,1855,W. Europe,,,43.938,,3311,,2,,,,,
208,1860,W. Europe,,,45.578,168.1,3129,,2,1696,0.08726415,0.002283074,0.68528783,
208,1865,W. Europe,,,43.85,,3369,,2,,,,,
208,1870,W. Europe,,,46.584,168.1,3599,4.69,-3,1888,0.1679025,0.004311538,0.66833658,48.8166
208,1875,W. Europe,,,46.27,,3794,,-3,,,,,
208,1880,W. Europe,,,47.332,169.5,3920,4.94,-3,2081,0.2474772,0.006293277,0.65311094,
208,1885,W. Europe,,,48.326,,4086,,-3,,,,,
208,1890,W. Europe,,,47.556,169.2,4534,5.25,-3,2294,0.3517873,0.009085333,0.63614893,39.859
208,1895,W. Europe,,,51.842,,4978,,-3,,,,,
208,1900,W. Europe,,,53.91,170.5,5420,5.61,-3,2561,0.5622804,0.01440538,0.61227295,
208,1905,W. Europe,,,55.828,,6012,,2,,,,,
208,1910,W. Europe,16.00416282,,58.062,170,6657,5.96,5,2882,0.7201632,0.01842376,0.58140319,41.10374
208,1915,W. Europe,,,57.17,,6788,,10,,,,,
208,1920,W. Europe,50.63146331,0.6,60.432,173.5,7173,6.33,10,3242,0.6248297,0.01520527,0.5316357,
208,1925,W. Europe,47.355092466,0.6,61.71,,7867,,10,,,,,
208,1930,W. Europe,53.229097528,0.5,62.902,173.9,9596,6.62,10,3542,1.086717,0.02612062,0.48193608,43.28838
208,1935,W. Europe,42.242683778,0.5,64.214,,9846,,10,,,,,
208,1940,W. Europe,28.510937595,0.9,66.634,175.9,9193,6.93,,3832,0.9821879,0.01956575,0.45132363,
208,1945,W. Europe,44.29443794,0.9,68.41,,9103,,10,,,,,
208,1950,W. Europe,45.06192297,0.936,70.898,179.8,12475,7.61,10,4271,1.405293,0.04240183,0.46485031,35.6851
208,1955,W. Europe,46.73952185,0.614,72.046,,13288,,10,,,,,
208,1960,W. Europe,65.71268763,0.518,72.384,180.2,15833,8.85,10,4581,1.772976,0.07051592,0.48287641,33.28397
208,1965,W. Europe,,0.564,72.836,,19681,,10,,,,,
208,1970,W. Europe,,0.774,73.552,180.8,22793,9.84,10,4928.757,3.427226,0.1217377,0.50266108,29.27774
208,1975,W. Europe,104.47228355,0.692,74.234,,24474,,10,,,,,
208,1980,W. Europe,99.6347052575,1.166,74.408,183.2,27361,10.81,10,5123.027,3.352704,0.08824857,0.50346357,41.272
208,1985,W. Europe,154.0239685575,1.206,74.71,,31236,,10,,,,,
208,1990,W. Europe,165.723056526667,1.242,75.194,,33155,11.4,10,5140.954,2.642245,0.03456067,0.51580863,31.98086
208,1995,W. Europe,,1.114,75.998,,36543,,10,,,,,
208,2000,W. Europe,341.208971605,0.974,77.21,,41548,12.02,10,5337.416,2.366465,0.005337947,0.54764228,39.2
208,2005,W. Europe,354.824131083333,0.848,78.494,,43736,,10,,,,,
208,2010,W. Europe,,,79.515,,43178,12.07,10,,2.443351,,0.52978174,
208,2015,W. Europe,,,,,44635,,,,,,,
212,1800,Latin America and Carib.,,,,,,,,19.95,,,0.9527968,
212,1805,Latin America and Carib.,,,,,,,,,,,,
212,1810,Latin America and Carib.,,,,,,,,,,,0.94594331,
212,1815,Latin America and Carib.,,,,,,,,,,,,
212,1820,Latin America and Carib.,,,,,,,,19.95,,,0.93815923,
212,1825,Latin America and Carib.,,,,,,,,,,,,
212,1830,Latin America and Carib.,,,,,,,,,,,0.92933728,
212,1835,Latin America and Carib.,,,,,,,,,,,,
212,1840,Latin America and Carib.,,,,,,,,22,,,0.91936395,
212,1845,Latin America and Carib.,,,,,,,,,,,,
212,1850,Latin America and Carib.,,,,,,,,,,,0.91009913,
212,1855,Latin America and Carib.,,,,,,,,,,,,
212,1860,Latin America and Carib.,,,,,,,,25,,,0.89533713,
212,1865,Latin America and Carib.,,,,,,,,,,,,
