ccode,y5,region,real_wage,homicide_rate,lifexp,stature,gdppc2011,avedu,polity2,population,co2emis_pc,so2emis_pc,biodiv,gini
4,1800,South and South-East Asia,,,,,,,-6,3280,,,0.9504888,
4,1805,South and South-East Asia,,,,,,,-6,,,,,
4,1810,South and South-East Asia,,,,,,,-6,,,,0.9483744,
4,1815,South and South-East Asia,,,,,,,-6,,,,,
4,1820,South and South-East Asia,,,,,,,-6,3280,,,0.94613223,
4,1825,South and South-East Asia,,,,,,,-6,,,,,
4,1830,South and South-East Asia,,,,,,,-6,,,,0.9431751,
4,1835,South and South-East Asia,,,,,,,-6,,,,,
4,1840,South and South-East Asia,,,,,,,-6,,,,0.93871658,
4,1845,South and South-East Asia,,,,,,,-6,,,,,
4,1850,South and South-East Asia,,,,,,,-6,3750,,,0.93385768,
4,1855,South and South-East Asia,,,,,,,-6,,,,,
4,1860,South and South-East Asia,,,,,,,-6,,,,0.92856222,
4,1865,South and South-East Asia,,,,,,,-6,,,,,
4,1870,South and South-East Asia,,,,168.4,,,-6,4207,,,0.92278193,49.58121
4,1875,South and South-East Asia,,,,,,,-6,,,,,
4,1880,South and South-East Asia,,,,165.69,,,-6,,,,0.91523488,
4,1885,South and South-East Asia,,,,,,,-6,,,,,
4,1890,South and South-East Asia,,,,,,,-6,,,,0.90583369,36.52764
4,1895,South and South-East Asia,,,,,,,-6,,,,,
4,1900,South and South-East Asia,,,,,,,-6,5000,,,0.89531118,
4,1905,South and South-East Asia,,,,,,,-6,,,,,
4,1910,South and South-East Asia,,,,,,,-6,5730,,,0.88352267,42.47902
4,1915,South and South-East Asia,,,,,,,-6,,,,,
4,1920,South and South-East Asia,,,,,,,-6,12000,,,0.86764251,
4,1925,South and South-East Asia,,,,,,,-6,,,,,
4,1930,South and South-East Asia,,,,166.8,,,-6,7000,,,0.85086431,
4,1935,South and South-East Asia,,,,,,,-8,,,,,
4,1940,South and South-East Asia,,,,,,,-8,7000,,,0.83311824,
4,1945,South and South-East Asia,,,,,,,-10,,,,,
4,1950,South and South-East Asia,,,27.706,,2392,0.2205,-10,8150.368,0.002821582,,0.81432993,
4,1955,South and South-East Asia,,,30.284,,2579,,-10,,,,,
4,1960,South and South-East Asia,,,32.862,,2744,0.31028929,-10,9829.45,0.01366201,,0.7742272,
4,1965,South and South-East Asia,,,35.419,,2670,,-7,,,,,
4,1970,South and South-East Asia,,,37.861,,2632,0.617,-7,12430.62,0.03817655,,0.77081287,
4,1975,South and South-East Asia,,,40.11,,2225,,-7,,,,,
4,1980,South and South-East Asia,,,42.617,,2108,1.091996,,15112.15,0.03355851,,0.77024868,
4,1985,South and South-East Asia,,,46.441,,2700,,,,,,,
4,1990,South and South-East Asia,,,50.659,,1992,1.6035,-8,14669.34,0.05667541,,0.77033536,
4,1995,South and South-East Asia,,,53.809,,1101,,0,,,,,
4,2000,South and South-East Asia,,3.4,55.818,,735,2.507,-7,23898.2,0.01022604,,0.77327588,
4,2005,South and South-East Asia,,2.4,58.37,,1187,,,,,,,
4,2010,South and South-East Asia,,,,,1685,3.81330819,,,0.008170043,,0.77126592,
4,2015,South and South-East Asia,,,,,1928,,,,,,,
8,1800,East. Europe and form. SU,,,,,,,,400,,,0.92143929,
8,1805,East. Europe and form. SU,,,,,,,,,,,,
8,1810,East. Europe and form. SU,,,,,,,,,,,0.9205621,
8,1815,East. Europe and form. SU,,,,,,,,,,,,
8,1820,East. Europe and form. SU,,,,,,,,437,,,0.91978156,
8,1825,East. Europe and form. SU,,,,,,,,,,,,
8,1830,East. Europe and form. SU,,,,,,,,,,,0.91981089,
8,1835,East. Europe and form. SU,,,,,,,,,,,,
8,1840,East. Europe and form. SU,,,,,,,,,,,0.91648117,
8,1845,East. Europe and form. SU,,,,,,,,,,,,
8,1850,East. Europe and form. SU,,,,,,,,500,,0.0004315914,0.91309975,
8,1855,East. Europe and form. SU,,,,,,,,,,,,
8,1860,East. Europe and form. SU,,,,,,,,,,0.0004625459,0.90604496,
8,1865,East. Europe and form. SU,,,,,,,,,,,,
8,1870,East. Europe and form. SU,,,,,795,,,603,,0.0004787319,0.89942944,41.2354
8,1875,East. Europe and form. SU,,,,,,,,,,,,
8,1880,East. Europe and form. SU,,,,170.1,,,,,,0.0004795731,0.89163956,
8,1885,East. Europe and form. SU,,,,,,,,,,,,
8,1890,East. Europe and form. SU,,,,169.8,1065,,,726,,0.0004507905,0.88442907,28.36242
8,1895,East. Europe and form. SU,,,,,,,,,,,,
8,1900,East. Europe and form. SU,,,,169.2,1221,,,800,,0.0004700823,0.87591731,
8,1905,East. Europe and form. SU,,,,,,,,,,,,
8,1910,East. Europe and form. SU,,,,,1390,,,874,,0.000450108,0.86812343,27.70537
8,1915,East. Europe and form. SU,,,,,,,0,,,,,
8,1920,East. Europe and form. SU,,,,,,,0,932,,0.0004170011,0.86358033,
8,1925,East. Europe and form. SU,,,,,,,-9,,,,,
8,1930,East. Europe and form. SU,,,,,,,-9,982,,0.0005059691,0.86251001,
8,1935,East. Europe and form. SU,,,,,,,-9,,,,,
8,1940,East. Europe and form. SU,,,,,,,0,1088,0.1779671,0.003474877,0.85520598,
8,1945,East. Europe and form. SU,,,,,,,-5,,,,,
8,1950,East. Europe and form. SU,,,55.262,,1784,,-9,1227.156,0.06666656,0.002740982,0.84127868,
8,1955,East. Europe and form. SU,,,59.317,,2104,,-9,,,,,
8,1960,East. Europe and form. SU,,,64.861,,2585,,-9,1623.114,0.342116,0.01294208,0.79950116,
8,1965,East. Europe and form. SU,,,66.25,,2985,,-9,,,,,
8,1970,East. Europe and form. SU,,,67.707,,3570,,-9,2156.612,0.468721,0.02184474,0.78194959,
8,1975,East. Europe and form. SU,,,69.709,,4079,,-9,,,,,
8,1980,East. Europe and form. SU,,,70.623,,4182,,-9,2671.412,0.4933927,0.0309974,0.77827622,
8,1985,East. Europe and form. SU,,1.72,71.99,,4299,,-9,,,,,
8,1990,East. Europe and form. SU,,4.53333333333333,71.689,,4454,,1,3250.778,0.6031343,0.02835359,0.77642056,
8,1995,East. Europe and form. SU,,18.364,72.948,,3992,,5,,,,,
8,2000,East. Europe and form. SU,,5.732,75.404,,5097,,5,3473.835,0.1903796,0.004389581,0.77432348,28.64454
8,2005,East. Europe and form. SU,,3.1,76.281,,7080,,9,,,,,
8,2010,East. Europe and form. SU,,4,,,9272,,9,,0.2046012,,0.76762978,
8,2015,East. Europe and form. SU,,,,,10032,,,,,,,
12,1800,MENA,,,,,,,,2500,,,0.98373635,
12,1805,MENA,,,,,,,,,,,,
12,1810,MENA,,,,,,,,,,,0.98320794,
12,1815,MENA,,,,,,,,,,,,
12,1820,MENA,,,,,,,,2689,,,0.9826788,
12,1825,MENA,,,,,,,,,,,,
12,1830,MENA,,,,,,,,,,,0.97964228,
12,1835,MENA,,,,,,,,,,,,
12,1840,MENA,,,,,,,,,,,0.97659712,
12,1845,MENA,,,,,,,,,,,,
12,1850,MENA,,,,,,,,2838.453,,1e-04,0.97354284,
12,1855,MENA,,,,,,,,,,,,
12,1860,MENA,,,,,,,,3138.555,,1e-04,0.97047948,
12,1865,MENA,,,,,,,,,,,,
12,1870,MENA,,,,,,0.4,,3470.386,,1e-04,0.96740641,
12,1875,MENA,,,,,,,,,,,,
12,1880,MENA,,,,,,0.44,,3837.3,,0.0001000003,0.96432376,
12,1885,MENA,,,,,,,,,,,,
12,1890,MENA,,,,,,0.48,,4243.008,,0.0001000018,0.96123163,
12,1895,MENA,,,,,,,,,,,,
12,1900,MENA,,,,,,0.5,,4675.311,,0.0001000394,0.95813275,
12,1905,MENA,,,,,,,,,,,,
12,1910,MENA,,,,168.8,,0.62,,5495.166,,0.0001862447,0.95502133,36.46704
12,1915,MENA,,,,,,,,,,,,
12,1920,MENA,,,28.8224,166.241,,0.72,,5779.437,0.0008159254,0.000239619,0.95190102,
12,1925,MENA,,,,,,,,,,,,
12,1930,MENA,,,31.22,169,,0.79,,6452.568,0.002941148,0.0003781698,0.94878085,40.31699
12,1935,MENA,,,,,,,,,,,,
12,1940,MENA,,,33.72,,,0.87,,7689.043,0.00784405,0.0001927538,0.9456354,
12,1945,MENA,,,,,,,,,,,,
12,1950,MENA,,,42.886,,,1.06,,8925.443,0.1180167,0.001644545,0.94245923,
12,1955,MENA,15.61149184,,44.999,,,,,,,,,
12,1960,MENA,,,47.284,,,1.23,,10784,0.1556482,0.003161866,0.92887686,
12,1965,MENA,18.51413846,,49.464,,,,-9,,,,,
12,1970,MENA,29.68854957,,51.483,,8179,1.76,-9,13931.85,0.2990648,0.008309782,0.9308274,
12,1975,MENA,21.1376420433333,,54.934,,9171,,-9,,,,,
12,1980,MENA,,,61.581,,11462,3.24,-9,18806.06,0.9588436,0.007757017,0.92999121,
12,1985,MENA,27.619684472,,65.868,,12477,,-9,,,,,
12,1990,MENA,32.8312316466667,,67.237,,10716,5.02,-2,25089,0.8311278,0.005465757,0.93615832,41.28925
12,1995,MENA,,,68.464,,9639,,-3,,,,,
12,2000,MENA,,9.6,69.403,,10528,6.45,-3,30429,1.044547,0.006020337,0.93323903,
12,2005,MENA,,4.25,70.261,,12619,,2,,,,,
12,2010,MENA,,,,,13092,7.3,2,,1.001606,,0.93084143,
12,2015,MENA,,,,,14004,,,,,,,
20,1800,W. Europe,,,,,,,,2.654,,,0.92111004,
20,1805,W. Europe,,,,,,,,,,,,
20,1810,W. Europe,,,,,,,,,,,0.91975532,
20,1815,W. Europe,,,,,,,,,,,,
20,1820,W. Europe,,,,,,,,2.654,,,0.91839904,
20,1825,W. Europe,,,,,,,,,,,,
20,1830,W. Europe,,,,,,,,,,,0.91704679,
20,1835,W. Europe,,,,,,,,,,,,
20,1840,W. Europe,,,,,,,,,,,0.91570595,
20,1845,W. Europe,,,,,,,,,,,,
20,1850,W. Europe,,,,,,,,,,,0.91438543,
20,1855,W. Europe,,,,,,,,,,,,
20,1860,W. Europe,,,,,,,,,,,0.91309712,
20,1865,W. Europe,,,,,,,,,,,,
20,1870,W. Europe,,,,,,,,,,,0.91185572,
20,1875,W. Europe,,,,,,,,,,,,
20,1880,W. Europe,,,,,,,,,,,0.91068115,
20,1885,W. Europe,,,,,,,,,,,,
20,1890,W. Europe,,,,,,,,,,,0.90959996,
20,1895,W. Europe,,,,,,,,,,,,
20,1900,W. Europe,,,,,,,,,,,0.90864895,
20,1905,W. Europe,,,,,,,,,,,,
20,1910,W. Europe,,,,,,,,5,,,0.907882,
20,1915,W. Europe,,,,,,,,,,,,
20,1920,W. Europe,,,,,,,,6,,,0.90738168,
20,1925,W. Europe,,,,,,,,,,,,
20,1930,W. Europe,,,,,,,,5,,,0.90728694,
20,1935,W. Europe,,,,,,,,,,,,
20,1940,W. Europe,,,,,,,,,,,0.90786932,
20,1945,W. Europe,,,,,,,,,,,,
20,1950,W. Europe,,,,,,,,6.176,,,0.9098301,
20,1955,W. Europe,,,,,,,,,,,,
20,1960,W. Europe,,,,,,,,8.392,,,0.83037992,
20,1965,W. Europe,,,,,,,,,,,,
20,1970,W. Europe,,,,,,,,19.545,,,0.8186151,
20,1975,W. Europe,,,,,,,,,,,,
20,1980,W. Europe,,,,,,,,33.584,,,0.80313234,
20,1985,W. Europe,,,,,,,,,,,,
20,1990,W. Europe,,,,,,,,52.837,,,0.78604144,
20,1995,W. Europe,,,,,,,,,,,,
20,2000,W. Europe,,1.3,,,,,,66.824,2.16,,0.8228423,
20,2005,W. Europe,,,,,,,,,,,,
20,2010,W. Europe,,,,,,,,,2.09,,0.78940465,
20,2015,W. Europe,,,,,,,,,,,,
24,1800,Sub-Saharan Africa,,,,158.6,,,,1567.028,,,0.96524976,
24,1805,Sub-Saharan Africa,,,,,,,,,,,,
24,1810,Sub-Saharan Africa,,,,160.5,,,,,,,0.96373219,
24,1815,Sub-Saharan Africa,,,,,,,,,,,,
24,1820,Sub-Saharan Africa,,,,,,,,1567.028,,,0.96187573,48.93343
24,1825,Sub-Saharan Africa,,,,,,,,,,,,
24,1830,Sub-Saharan Africa,,,,,,,,,,,0.95990612,
24,1835,Sub-Saharan Africa,,,,,,,,,,,,
24,1840,Sub-Saharan Africa,,,,,,,,,,,0.9578169,
24,1845,Sub-Saharan Africa,,,,,,,,,,,,
24,1850,Sub-Saharan Africa,,,,,,,,2428.947,,0.0001135068,0.95559944,
24,1855,Sub-Saharan Africa,,,,,,,,,,,,
24,1860,Sub-Saharan Africa,,,,,,,,2602.345,,0.000113316,0.953239,
24,1865,Sub-Saharan Africa,,,,,,,,,,,,
24,1870,Sub-Saharan Africa,,,,,,0.01,,2790.355,,0.0001192095,0.95023925,
24,1875,Sub-Saharan Africa,,,,,,,,,,,,
24,1880,Sub-Saharan Africa,,,,168.8,,0.01,,2934.373,,0.0001353271,0.94702651,
24,1885,Sub-Saharan Africa,,,,,,,,,,,,
24,1890,Sub-Saharan Africa,,,,169.1,,0.02,,3085.151,,0.0001538435,0.94358582,28.97607
24,1895,Sub-Saharan Africa,,,,,,,,,,,,
24,1900,Sub-Saharan Africa,,,,168.1,,0.02,,2935.019,,0.0001699246,0.93989918,
24,1905,Sub-Saharan Africa,,,,,,,,,,,,
24,1910,Sub-Saharan Africa,,,,168,,0.02,,2708.492,,0.0001784911,0.93595779,40.8695
24,1915,Sub-Saharan Africa,,,,,,,,,,,,
24,1920,Sub-Saharan Africa,,,,165.7,,0.02,,2602.082,,0.0001813019,0.92565314,
24,1925,Sub-Saharan Africa,,,,,,,,,,,,
24,1930,Sub-Saharan Africa,,,,166.7,,0.02,,3019.823,,0.0001837708,0.91366602,53.06181
24,1935,Sub-Saharan Africa,,,,,,,,,,,,
24,1940,Sub-Saharan Africa,,,26.98,,,0.03,,3470.252,,0.0001859161,0.89971705,
24,1945,Sub-Saharan Africa,,,,,,,,,,,,
24,1950,Sub-Saharan Africa,,,30.003,,,0.04,,4148,0.01229654,0.0002520952,0.88348009,48.48807
24,1955,Sub-Saharan Africa,,,31.996,,,,,,,,,
24,1960,Sub-Saharan Africa,,,34.002,,,0.12,,5012,0.02993065,0.001042454,0.85271615,
24,1965,Sub-Saharan Africa,,,36.009,,,,,,,,,
24,1970,Sub-Saharan Africa,,,38.011,,,0.3,,5605.626,0.1587969,0.001714449,0.85140349,
24,1975,Sub-Saharan Africa,,,39.777,,5345,,-7,,,,,
24,1980,Sub-Saharan Africa,,,40.419,,4790,0.96,-7,6743,0.1844919,0.001710523,0.85134264,
24,1985,Sub-Saharan Africa,,,41.115,,3882,,-7,,,,,
24,1990,Sub-Saharan Africa,,,41.389,,4325,1.91,-7,8297,0.1189331,0.002756758,0.85120531,
24,1995,Sub-Saharan Africa,,,43.307,,3142,,-2,,,,,
24,2000,Sub-Saharan Africa,,36,47.242,,3659,2.39,-3,10377,0.1261247,0.00218073,0.85157528,
24,2005,Sub-Saharan Africa,,19,49.626,,5136,,-2,,,,,
24,2010,Sub-Saharan Africa,,,,,7940,2.98,-2,,0.1353338,,0.84521716,
24,2015,Sub-Saharan Africa,,,,,8689,,,,,,,
28,1800,Latin America and Carib.,,,,,,,,37,,,0.75971246,
28,1805,Latin America and Carib.,,,,,,,,,,,,
28,1810,Latin America and Carib.,,,,,,,,,,,0.73324164,
28,1815,Latin America and Carib.,,,,,,,,,,,,
28,1820,Latin America and Carib.,,,,,,,,,,,0.70384625,
28,1825,Latin America and Carib.,,,,,,,,,,,,
28,1830,Latin America and Carib.,,,,,,,,,,,0.67120047,
28,1835,Latin America and Carib.,,,,,,,,,,,,
28,1840,Latin America and Carib.,,,,,,,,,,,0.65557833,
28,1845,Latin America and Carib.,,,,,,,,,,,,
28,1850,Latin America and Carib.,,,,,,,,37,,,0.66281448,
28,1855,Latin America and Carib.,,,,,,,,,,,,
28,1860,Latin America and Carib.,,,,,,,,37,,,0.69584733,
28,1865,Latin America and Carib.,,,,,,,,,,,,
28,1870,Latin America and Carib.,,,,,,,,35,,,0.72685926,
28,1875,Latin America and Carib.,,,,,,,,,,,,
28,1880,Latin America and Carib.,,,,,,,,35,,,0.75041984,
28,1885,Latin America and Carib.,,,,,,,,,,,,
28,1890,Latin America and Carib.,,,,,,,,37,,,0.75880759,
28,1895,Latin America and Carib.,,,,,,,,,,,,
28,1900,Latin America and Carib.,,,,,,,,35,,,0.78200242,
28,1905,Latin America and Carib.,,,,,,,,,,,,
28,1910,Latin America and Carib.,,,,,,,,32,,,0.80532302,
28,1915,Latin America and Carib.,,,,,,,,,,,,
28,1920,Latin America and Carib.,,,,,,,,30,,,0.84941343,
28,1925,Latin America and Carib.,,,,,,,,,,,,
28,1930,Latin America and Carib.,,,,,,,,31,,,0.86236471,
28,1935,Latin America and Carib.,,,,,,,,,,,,
28,1940,Latin America and Carib.,,,,,,,,42,,,0.86035283,
28,1945,Latin America and Carib.,,,,,,,,,,,,
28,1950,Latin America and Carib.,,,58.529,,,,,45.816,,,0.8511662,
28,1955,Latin America and Carib.,,,60.942,,,,,,,,,
28,1960,Latin America and Carib.,12.5217051,1.31,63.194,,,,,54.5,0.1829558,,0.85422896,
28,1965,Latin America and Carib.,17.7040898333333,1.64,65.017,,,,,,,,,
28,1970,Latin America and Carib.,9.35839981,2.062,66.72,,,,,65.624,1.820441,,0.84710039,
28,1975,Latin America and Carib.,10.65607826,2.5675,68.182,,,,,,,,,
28,1980,Latin America and Carib.,,0,69.531,,,,,68.546,0.5395683,,0.83090893,
28,1985,Latin America and Carib.,,0.938,70.8,,,,,,,,,
28,1990,Latin America and Carib.,,4.67,71.879,,,,,64,1.324247,,0.80896008,
28,1995,Latin America and Carib.,,3.43333333333333,72.998,,,,,,,,,
28,2000,Latin America and Carib.,,6.078,74.062,,,,,75,1.244587,,0.82426263,
28,2005,Latin America and Carib.,,1.17,74.996,,,,,,,,,
28,2010,Latin America and Carib.,,,,,,,,,1.220473,,0.88733637,
28,2015,Latin America and Carib.,,,,,,,,,,,,
31,1800,East. Europe and form. SU,,,,,,,,879.96,,,0.93807023,
31,1805,East. Europe and form. SU,,,,,,,,,,,,
31,1810,East. Europe and form. SU,,,,,,,,,,,0.9329625,
31,1815,East. Europe and form. SU,,,,,,,,,,,,
31,1820,East. Europe and form. SU,,,,,,,,879.96,,,0.92743005,
31,1825,East. Europe and form. SU,,,,,,,,,,,,
31,1830,East. Europe and form. SU,,,,,,,,,6.726596e-05,,0.92143849,
31,1835,East. Europe and form. SU,,,,,,,,,,,,
31,1840,East. Europe and form. SU,,,,,,,,,,,0.91494749,
31,1845,East. Europe and form. SU,,,,,,,,,,,,
31,1850,East. Europe and form. SU,,,,170.185,,,,,,0.0003473785,0.90791771,
31,1855,East. Europe and form. SU,,,,,,,,,,,,
31,1860,East. Europe and form. SU,,,,170.816,,,,,0.001957541,0.0003233506,0.9002963,
31,1865,East. Europe and form. SU,,,,,,,,,,,,
31,1870,East. Europe and form. SU,,,,,,,,,0.01032409,0.0003398475,0.89203083,73.7
31,1875,East. Europe and form. SU,,,,,,,,,,,,
31,1880,East. Europe and form. SU,,,,,,,,,0.03452234,0.0004452945,0.88306063,
31,1885,East. Europe and form. SU,,,,,,,,,,,,
31,1890,East. Europe and form. SU,,,,,,,,,0.06161131,0.0008892168,0.87332394,
31,1895,East. Europe and form. SU,,,,,,,,,,,,
31,1900,East. Europe and form. SU,,,,,,,,,0.1577251,0.001821605,0.86275676,
31,1905,East. Europe and form. SU,,,,,,,,,,,,
31,1910,East. Europe and form. SU,,,,,,,,,0.18663,0.001532325,0.85124899,
31,1915,East. Europe and form. SU,,,,,,,,,,,,
31,1920,East. Europe and form. SU,,,,,,,,,0.05547612,0.0008393638,0.83876205,
31,1925,East. Europe and form. SU,,,,,,,,,,,,
31,1930,East. Europe and form. SU,,,,,,,,,0.2354212,0.002440023,0.82515027,
31,1935,East. Europe and form. SU,,,,,,,,,,,,
31,1940,East. Europe and form. SU,,,,,,3.26295615,,,0.7360671,0.004764514,0.81030705,
31,1945,East. Europe and form. SU,,,,,,,,,,,,
31,1950,East. Europe and form. SU,,,57.959,171.216,,,,2885.332,0.954201,0.004443846,0.79405595,
31,1955,East. Europe and form. SU,,,60.006,,,,,,,,,
31,1960,East. Europe and form. SU,,,62.053,171.734,,5.18824606,,3881.546,1.512574,0.01276414,0.72281408,
31,1965,East. Europe and form. SU,,,64.087,,,,,,,,,
31,1970,East. Europe and form. SU,,,65.602,172.039,,6.46022578,,5168.973,1.808344,0.02790953,0.7232748,
31,1975,East. Europe and form. SU,,,65.14,,,,,,,,,
31,1980,East. Europe and form. SU,,3.13,64.994,172.153,8964,8.97587903,,6173.361,2.229718,0.009033066,0.72107158,
31,1985,East. Europe and form. SU,,2.71,66.097,,10707,,,,,,,
31,1990,East. Europe and form. SU,,33.32,63.793,,9250,10.55117158,,7199.838,2.091331,0.03524408,0.72017988,34.5
31,1995,East. Europe and form. SU,,6.5,65.994,,3557,,-6,,,,,
31,2000,East. Europe and form. SU,,2.618,67.751,,4739,10.62944629,-7,7809,0.9748306,0.02476248,0.72873036,
31,2005,East. Europe and form. SU,,2.1,70.122,,8053,,-7,,,,,
31,2010,East. Europe and form. SU,,2.2,,,16327,10.80264927,-7,,0.9245166,,0.72427738,
31,2015,East. Europe and form. SU,,,,,17460,,,,,,,
32,1800,Latin America and Carib.,,,,168,,,,534,,,0.99581627,
32,1805,Latin America and Carib.,,,,,,,,,,,,
32,1810,Latin America and Carib.,,,,168.8,,,,406,,,0.99469606,
32,1815,Latin America and Carib.,,,,,,,,,,,,
32,1820,Latin America and Carib.,,,,169.9,1753,,,534,,,0.99335372,47.10099
32,1825,Latin America and Carib.,12.6332330166667,,,,,,-5,,,,,
32,1830,Latin America and Carib.,18.556956942,,,170.9,,,-5,634,,,0.99167157,
32,1835,Latin America and Carib.,16.867904834,,,,,,-5,,,,,
32,1840,Latin America and Carib.,9.540021134,,,169.6,,,-5,768,,,0.98956321,
32,1845,Latin America and Carib.,10.70457404,,,,,,-5,,,,,
32,1850,Latin America and Carib.,26.122542096,,,168.2,2198,,-5,1100,,0.0001736221,0.98692082,33.68675
32,1855,Latin America and Carib.,19.284995046,,,,,,-3,,,,,
32,1860,Latin America and Carib.,22.83111546,,,167.4,2380,,-3,1304,,0.0001423243,0.98360878,
32,1865,Latin America and Carib.,,,,,,,-3,,,,,
32,1870,Latin America and Carib.,,,,167.6,2578,1.498,-3,1796,,0.0001179217,0.97931587,52.2
32,1875,Latin America and Carib.,,,33.2,,2873,,-3,,,,,
32,1880,Latin America and Carib.,,,33.1,167.565,2818,1.642,1,,,0.0001001281,0.97354011,
32,1885,Latin America and Carib.,,,32.6,,4302,,1,,,,,
32,1890,Latin America and Carib.,,,34,167.792,4245,1.786,1,3376,0.1055395,0.002504436,0.96670011,44.59684
32,1895,Latin America and Carib.,,,33.3,,5933,,1,,,,,
32,1900,Latin America and Carib.,,,39,167.868,5051,2.122,1,4693,0.1132456,0.002690867,0.95742868,
32,1905,Latin America and Carib.,,,39.7,,6110,,1,,,,,
32,1910,Latin America and Carib.,,,44.2,168.2,6713,2.526,1,6836,0.3445552,0.007980355,0.93812577,50.62016
32,1915,Latin America and Carib.,,,46.2,,5698,,2,,,,,
32,1920,Latin America and Carib.,,,48.65,169,6101,3.112,2,8861,0.1723641,0.003796131,0.9144048,
32,1925,Latin America and Carib.,,,50.6,,6885,,2,,,,,
32,1930,Latin America and Carib.,,,52.55,169.8,7166,3.702,-8,11896,0.2968254,0.006287614,0.88056934,45.4
32,1935,Latin America and Carib.,27.51393011,3.3,54.45,,6938,,-8,,,,,
32,1940,Latin America and Carib.,36.52328488,,56.45,170.6,7310,4.492,5,14169,0.3060188,0.005769713,0.86112377,
32,1945,Latin America and Carib.,64.79965777,,58.4,,7652,,-8,,,,,
32,1950,Latin America and Carib.,58.979671365,,62.544,170.8,8759,5.402,-9,17150.34,0.4762589,0.00515752,0.84958645,41.2
32,1955,Latin America and Carib.,54.4112886,,64.548,,9199,,-6,,,,,
32,1960,Latin America and Carib.,35.112359135,,65.267,,9765,6.18,-1,20616.01,0.6435608,0.005952138,0.82112697,42
32,1965,Latin America and Carib.,38.25115805,6.02,65.797,,11190,,-1,,,,,
32,1970,Latin America and Carib.,45.713914566,7.01,67.239,,12826,6.82,-9,23962.31,0.9226459,0.006924123,0.8193922,35.3
32,1975,Latin America and Carib.,49.14510498,6.11,68.671,,14268,,6,,,,,
32,1980,Latin America and Carib.,35.89334068,4.096,70.17,,14414,7.65,-9,28369.8,1.041706,0.005171102,0.82040986,41.6
32,1985,Latin America and Carib.,,5.506,71.021,,12006,,8,,,,,
32,1990,Latin America and Carib.,,4.534,72.149,,11300,7.79,7,33036,0.9215784,0.00347125,0.82014872,43.12
32,1995,Latin America and Carib.,,4.668,73.28,,14091,,7,,,,,
32,2000,Latin America and Carib.,,6.69,74.34,,15119,8.37,8,37336,1.010186,0.003702885,0.81616523,46.66
32,2005,Latin America and Carib.,,5.426,75.319,,15776,,8,,,,,
32,2010,Latin America and Carib.,,,,,19068,8.77,8,,0.9955523,,0.7828399,
32,2015,Latin America and Carib.,,,,,19502,,,,,,,
36,1800,W. Offshoots,,,,,,,,200,,,0.99999564,
36,1805,W. Offshoots,,,,,,,,,,,,
36,1810,W. Offshoots,,,,,,,,,,,0.99998773,
36,1815,W. Offshoots,,,,,,,,,,,,
36,1820,W. Offshoots,,,,,941,,,334,,,0.99997977,
36,1825,W. Offshoots,,,,,1118,,,,,,,
36,1830,W. Offshoots,,,,,1542,,,330,,,0.99959539,
36,1835,W. Offshoots,,,,,2081,,,,,,,
36,1840,W. Offshoots,,,,,2496,,,420,,,0.99808976,
36,1845,W. Offshoots,,,,,2633,,,,,,,
36,1850,W. Offshoots,,,,170,3589,1.0663258,,605,,0.0162535,0.99065711,41.30739
36,1855,W. Offshoots,,,,,4545,,,,,,,
36,1860,W. Offshoots,36.229321236,,,170.6,5259,1.4892467,,1326,0.0631628,0.0202576,0.98657802,
36,1865,W. Offshoots,30.503427968,,,,5018,,,,,,,
36,1870,W. Offshoots,34.791941772,,,170.053,5947,3.06,,1775,0.09164106,0.01783608,0.98067991,47.54506
36,1875,W. Offshoots,39.137415844,,,,7518,,,,,,,
36,1880,W. Offshoots,47.31413224,,,171.1,7786,4.15,,2197,0.2591477,0.01987866,0.97211053,
36,1885,W. Offshoots,52.301047456,,49.05,,8035,,,,,,,
36,1890,W. Offshoots,51.6151260025,,,171.3,8099,5.28,,3107,0.3017024,0.01456363,0.95957746,39.35404
36,1895,W. Offshoots,,,52.95,,6336,,,,,,,
36,1900,W. Offshoots,,2.485,,172.3,7292,6.25,,3741,0.7230121,0.03233683,0.94110188,
36,1905,W. Offshoots,,2.038,57,,7780,,10,,,,,
36,1910,W. Offshoots,65.3044116,1.838,,172.7,9465,7.06,10,4375,1.066382,0.04729636,0.91355873,40.72747
36,1915,W. Offshoots,,1.22,,,8896,,10,,,,,
36,1920,W. Offshoots,75.38021289,1.236,62,172.846,8658,7.71,10,5358,1.297134,0.03110047,0.87189805,
36,1925,W. Offshoots,61.7309482033333,1.23,62.964,,10089,,10,,,,,
36,1930,W. Offshoots,66.041533834,0.974,65.206,,8554,8.38,10,6469,1.11355,0.04299873,0.85761721,36.27016
36,1935,W. Offshoots,52.17972377,0.948,65.536,,9661,,10,,,,,
36,1940,W. Offshoots,52.4778903525,1.128,66.518,,11203,8.93,10,7042,1.357603,0.0556509,0.84175129,
36,1945,W. Offshoots,62.943721275,1.154,68.526,,12567,,10,,,,,
36,1950,W. Offshoots,69.4512438775,1.298,69.284,,13466,9.45,10,8267.337,1.818105,0.05085733,0.82476647,37.93349
36,1955,W. Offshoots,66.58796888,1.41,70.366,,14585,,10,,,,,
36,1960,W. Offshoots,62.16864622,1.446,70.888,176.3,15972,10.04,10,10361.27,2.340686,0.08209223,0.80321466,35.01661
